index,player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank,season_1,position_1,pff_player_id,wick_score,capped_wick_score
44,162115,2024,CB,defense,Jamel Johnson,4469.0,36.0,3791.0,9892,0.0,0.0,0.0,0.0,0.0,66.38,46.4,74.97999999999999,82.075,72.71000000000001,,,,,,,138.72222222222223,,201.94736842105263,333.4736842105263,,,,,,,2024,CB,162115,52.7,52.7
45,168425,2023,CB,defense,D'Yoni Hill,3099.0,7.0,3734.0,8595,0.0,0.0,0.0,0.0,0.0,77.59444444444445,59.3,64.71111111111111,82.47222222222223,67.26666666666667,,,,,,,294.35714285714283,,217.64285714285717,72.0,,,,,,,2023,CB,168425,60.3,60.3
46,175720,2024,CB,defense,Michael Coats Jr.,5650.0,39.0,6274.0,13237,0.0,0.0,0.0,0.0,0.0,53.31428571428571,56.925,83.68571428571428,42.01904761904762,78.91904761904762,,,,,,,30.09523809523809,,65.14285714285714,577.4761904761905,,,,,,,2024,CB,175720,56.8,56.8
47,56122,2020,CB,defense,Cam Johnson,3947.0,0.0,4378.0,9234,0.0,0.0,0.0,0.0,0.0,57.470000000000006,,75.67,33.239999999999995,71.41,,,,,,,52.0,,104.6,262.89473684210526,,,,,,,2020,S,56122,38.1,38.1
48,157447,2024,CB,defense,Isaiah Brown-Murray,5246.0,50.0,5968.0,11949,0.0,0.0,0.0,0.0,0.0,76.47999999999999,51.94166666666666,71.515,83.78999999999999,73.16499999999999,,,,,,,273.94736842105266,,211.5,137.7,,,,,,,2024,CB,157447,60.3,60.3
49,163962,2024,CB,defense,Jabari Mack,3386.0,20.0,3554.0,7854,0.0,0.0,0.0,0.0,0.0,60.86,60.0,64.765,81.675,64.17999999999999,,,,,,,443.3157894736842,,487.65,469.9,,,,,,,2024,CB,163962,59.1,59.1
50,121497,2023,CB,defense,Mac McWilliams,4661.0,7.0,5398.0,11355,0.0,0.0,0.0,0.0,0.0,71.91052631578947,59.4,62.40526315789474,84.73157894736842,64.88947368421053,,,,,,,559.7222222222222,,522.0555555555555,252.42105263157896,,,,,,,2023,CB,121497,56.9,56.9
51,150703,2023,CB,defense,Kolbey Taylor,3316.0,0.0,4081.0,7986,0.0,0.0,0.0,0.0,0.0,72.58421052631579,,57.62105263157895,18.32631578947368,59.1578947368421,,,,,,,667.5,,694.6111111111111,221.23529411764707,,,,,,,2023,CB,150703,39.9,39.9
52,157603,2024,CB,defense,Myles Norwood,3040.0,72.0,4521.0,8864,0.0,0.0,0.0,0.0,0.0,42.08421052631579,49.70526315789474,68.89999999999999,82.03684210526316,63.61052631578948,,,,,,,352.6842105263158,,550.421052631579,701.8235294117648,,,,,,,2024,CB,157603,43.2,43.2
53,172213,2023,CB,defense,Dontez Fagan,3750.0,0.0,4049.0,8655,0.0,0.0,0.0,0.0,0.0,60.252631578947366,,66.86315789473684,56.70526315789474,66.01052631578948,,,,,,,386.1111111111111,,446.8421052631579,567.2105263157895,,,,,,,2023,CB,172213,66.7,66.7
